번호,도서관명,도서관홈페이지,상품종류,제목,저자,출판사,출판일,국제표준도서번호,보유 종수,공급사,대분류,중분류,데이터 기준일자
1687,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,사장의 말 공부,고야마 노보루 저/안소현 역,리더스북,2019-04-02,9.79E+12,2,YES24,경제/경영,경영일반,2025-08-22
1688,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,사흘 그리고 한 인생,피에르 르메트르 저/임호경 역,열린책들,2018-04-17,9.79E+12,2,YES24,소설,외국소설,2025-08-22
1689,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,살인 카드 게임,제임스 패터슨 저/김성미 역,북플라자,2018-05-30,9.79E+12,1,YES24,소설,외국소설,2025-08-22
1690,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,살인의 방,"다니자키 준이치로,아쿠타가와 류노스케,기쿠치 간,히라바야시 하쓰노스케 공저/김효순 역",이상,2019-02-27,9.79E+12,1,YES24,소설,외국소설,2025-08-22
1691,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,상사는 내 감정을 존중하지 않는다,최헌 저,레몬북스,2019-02-25,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
1692,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,새벽에 혼자 읽는 주역인문학 - 기초 원리 편,김승호 저,다산북스,2015-11-20,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
1693,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,생각이 돈이 되는 순간,앨런 가넷 저/이경남 역,알에이치코리아(RHK),2019-01-24,9.79E+12,2,YES24,경제/경영,경영관리,2025-08-22
1694,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"서른, 결혼 대신 야반도주",야반도주 저,위즈덤하우스,2018-08-17,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
1695,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,서른과 마흔 사이 나를 되돌아볼 시간,미리암 프리스 저/박지희 역,비즈니스북스,2019-01-03,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
1696,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"서른두 살 여자, 혼자 살만합니다",가키야 미우 저/이소담 역,지금이책,2019-02-01,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
1697,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,서민 교수의 의학 세계사,서민 저,생각정원,2018-12-21,9.79E+12,1,YES24,역사/문화,세계사,2025-08-22
1698,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,서울예고 입학 그 후,"김민서,이정민,권예은,김민정,김수영,김예빈,정가을,김가온,김채원,박주빈,이솔,강은재,김린 공저",키출판사,2019-03-15,9.79E+12,1,YES24,청소년,학습법,2025-08-22
1699,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,세계 종교의 역사,리처드 할러웨이 저/이용주 역,소소의책,2018-03-27,9.79E+12,1,YES24,종교,그외 종교,2025-08-22
1700,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,세계미래보고서 2019,"박영숙,제롬 글렌 공저/이희령 역",비즈니스북스,2018-11-15,9.79E+12,1,YES24,경제/경영,경제일반,2025-08-22
1701,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,세상 끝의 카페,존 스트레레키 저/고상숙 역,북레시피,2018-12-23,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
1702,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,세컨건반전서,양태경 저,태즈피아노스테이션,2019-03-21,9.79E+12,1,YES24,예술/대중문화,음악,2025-08-22
1703,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,소소소,윤재윤 저/최원석 그림,나무생각,2019-01-17,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
1704,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"소심한 깡다구 가족, 산티아고 길 위에 서다 1",구은정 저,누리달,2014-03-26,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
1705,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"소심한 깡다구 가족, 산티아고 길 위에 서다 2",구은정 저,누리달,2014-03-26,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
1706,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"소심한 깡다구 가족, 산티아고 길 위에 서다 3",구은정 저,(주)누리달,2014-04-04,9.79E+12,1,YES24,시/에세이,기행/답사,2025-08-22
1707,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,소음과 투자,"리처드 번스타인 저/한지영,이상민 공역/이건 감수",북돋움,2016-11-25,9.79E+12,1,YES24,경제/경영,재테크/금융,2025-08-22
1708,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,손님이 모이는 디테일,"박지훈,주시태 공저",매일경제신문사,2019-03-25,9.79E+12,1,YES24,경제/경영,경영일반,2025-08-22
1709,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,손정의 300년 왕국의 야망,스기모토 다카시 저/유윤한 역,서울문화사,2018-02-02,9.79E+12,1,YES24,경제/경영,경영관리,2025-08-22
1710,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,수축사회,홍성국 저,메디치미디어,2018-12-21,9.79E+12,1,YES24,경제/경영,경제일반,2025-08-22
1711,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,쉽게 하는 호오포노포노 정화도구,이미애 저,스타일라이프,2019-01-23,9.79E+12,1,YES24,인문,교양심리,2025-08-22
1712,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"스님, 어떤 게 잘 사는 겁니까",명진 저,다산초당,2018-05-28,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
1713,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,스몰토크,임철웅 저,42미디어콘텐츠,2019-01-31,9.79E+12,1,YES24,자기계발,화술/협상,2025-08-22
1714,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,스웨덴의 저녁은 오후 4시에 시작된다,윤승희 저,추수밭,2019-04-29,9.79E+12,1,YES24,정치/사회,사회학,2025-08-22
1715,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,스트로베리 나이트 - 레이코 형사 시리즈 01,혼다 데쓰야 저/이로미 역,자음과모음,2018-08-24,9.79E+12,1,YES24,소설,외국소설,2025-08-22
1716,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,스틸 미(Still Me),조조 모예스 저/공경희 역,살림출판사,2019-01-18,9.79E+12,2,YES24,소설,외국소설,2025-08-22
1717,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,슬픔을 공부하는 슬픔,신형철 저,한겨레출판,2018-01-18,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
1718,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,습관공부 5분만,"고대원,성은모 공저",빈티지하우스,2019-02-15,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
1719,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,시부야 구석의 채식식당,오다 아키노부 저/김민정 역,arte(아르테),2018-03-15,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
1720,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,시한병동,치넨 미키토 저/김은모 역,arte(아르테),2018-04-06,9.79E+12,2,YES24,소설,외국소설,2025-08-22
1721,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,신뢰의 법칙,데이비드 데스테노 저/박세연 역,웅진지식하우스,2019-01-07,9.79E+12,2,YES24,인문,교양심리,2025-08-22
1722,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,실격당한 자들을 위한 변론,김원영 저,사계절,2018-06-25,9.79E+12,5,YES24,정치/사회,사회학,2025-08-22
1723,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,실력의 배신,박남기 저,쌤앤파커스,2019-01-07,9.79E+12,1,YES24,정치/사회,교육/환경,2025-08-22
1724,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,실수연발 건망증 투성이는 어떻게 기억력 천재가 됐을까?,조신영 저,베프북스,2018-10-26,9.79E+12,1,YES24,자기계발,자기능력계발,2025-08-22
1725,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,실수의 책,스킵 프리처드 저/김은경 역,쌤앤파커스,2019-02-11,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
1726,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,실습과 그림으로 배우는 리눅스 구조,다케우치 사토루 저/신준희 역,한빛미디어,2019-02-20,9.79E+12,1,YES24,IT/프로그래밍,컴퓨터공학,2025-08-22
1727,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,실전 스프링 웹 개발,향단코드 저,온노트,2019-03-26,9.79E+12,1,YES24,IT/프로그래밍,컴퓨터공학,2025-08-22
1728,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,싫다면서 하고 있어 하하하,최현정 저,위즈덤하우스,2019-02-15,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
1729,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,심미안 수업,윤광준 저,지와인,2019-01-01,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
1730,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,싱글몰트 사나이 1,유광수 저,휴먼앤북스(Human&Books),2019-03-01,9.79E+12,1,YES24,소설,한국소설,2025-08-22
1731,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,싱글몰트 사나이 2 (완결),유광수 저,휴먼앤북스(Human&Books),2019-03-01,9.79E+12,1,YES24,소설,한국소설,2025-08-22
1732,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,쓰기의 감각,앤 라모트 저/최재경 역,웅진지식하우스,2018-10-12,9.79E+12,2,YES24,인문,인문학일반,2025-08-22
1733,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,쓴다 쓴다 쓰는 대로 된다,후루카와 다케시 저/유나현 역,비즈니스북스,2019-03-21,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
1734,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아들 셋 엄마의 돈 되는 독서,김유라  저,차이정원,2018-11-07,9.79E+12,1,YES24,자기계발,자기능력계발,2025-08-22
1735,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아름다운 흉기 (개정판),히가시노 게이고 저/민경욱 역,알에이치코리아(RHK),2018-06-14,9.79E+12,2,YES24,소설,외국소설,2025-08-22
1736,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아마존 웹 서비스 AWS Discovery Book,권영환 저,정보문화사,2019-02-18,9.79E+12,1,YES24,IT/프로그래밍,컴퓨터입문/활용,2025-08-22
1737,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아무것도 안 해도 아무렇지 않구나,김신회 저,놀,2018-09-03,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
1738,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아무도 알려주지 않는 끊기의 기술,김종현 저,유페이퍼,2019-03-29,9.79E+12,1,YES24,자기계발,인간관계,2025-08-22
1739,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아무도 알려주지 않은 4차 산업혁명 이야기,강명구 저,키출판사,2018-05-30,9.79E+12,1,YES24,경제/경영,경제일반,2025-08-22
1740,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"아무튼, 발레",최민영 저,위고,2018-11-30,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
1741,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아이가 잠들면 서재로 숨었다,김슬기 저,웨일북,2018-07-09,,1,YES24,시/에세이,에세이,2025-08-22
1742,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아이를 위한 하루 한 줄 인문학,김종원 저,청림Life,2018-12-03,9.79E+12,1,YES24,가정/생활/요리,자녀교육,2025-08-22
1743,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아이의 뇌에 상처 입히는 부모들,도모다 아케미 저/이은미 역,북라이프,2019-01-17,9.79E+12,1,YES24,가정/생활/요리,자녀교육,2025-08-22
1744,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아이의 마음을 읽는 연습 관계 편,인젠리 저/김락준 역,다산에듀,2018-11-19,9.79E+12,1,YES24,가정/생활/요리,자녀교육,2025-08-22
1745,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아이의 마음을 읽는 연습 학습 편,인젠리 저/김락준 역,다산에듀,2018-11-19,9.79E+12,1,YES24,가정/생활/요리,자녀교육,2025-08-22
1746,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아임 낫 파인,이가희 저/제니곽 그림,팩토리나인,2018-11-01,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
1747,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아주 작은 습관의 힘,제임스 클리어 저/이한이 역,비즈니스북스,2019-02-19,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
1748,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아직 즐거운 날이 잔뜩 남았습니다.,bonpon 저/이민영 역,웅진지식하우스,2019-02-25,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
1749,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아침에는 죽음을 생각하는 것이 좋다,김영민 저,어크로스,2018-12-19,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
1750,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아침의 피아노,김진영 저,한겨레출판,2019-01-18,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
1751,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,악스 AX - 킬러 시리즈,이사카 고타로 저/김해용 역,알에이치코리아(RHK),2018-07-06,9.79E+12,2,YES24,소설,외국소설,2025-08-22
1752,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,안녕하세요 내 이름은 인절미예요,절미 언니 저,위즈덤하우스,2019-02-28,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
1753,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,알아두면 쓸데 있는 유쾌한 상식사전 -일상생활 편-,조홍석 저,트로이목마,2018-08-10,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
1754,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,애써 말걸지 않아도 대화가 끊이지 않는 법,기무라 다카시 저/이혜윤 역,위즈덤하우스,2018-09-07,9.79E+12,2,YES24,자기계발,화술/협상,2025-08-22
1755,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,애프터 비트코인,나카지마 마사시 저/이용택 역,21세기북스,2018-04-20,9.79E+12,2,YES24,경제/경영,경제일반,2025-08-22
1756,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,앤트맨과 와스프,스티브 비흘링 저/김지윤 역/김종윤 감수,아르누보,2019-01-10,9.79E+12,1,YES24,소설,외국소설,2025-08-22
1757,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"앨리스, 너만의 길을 그려봐",앨리스 저,알에이치코리아(RHK),2018-08-30,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
1758,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,야나두 영어회화,원예나 저,라곰,2019-01-31,9.79E+12,1,YES24,언어,문법/단어/독해/작문,2025-08-22
1759,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,야심만만 중국고전한자 42 - 십팔사략(상),중문교원 저,예손미디어,2013-08-27,,1,YES24,아동,어린이학습/자기계발,2025-08-22
1760,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,야심만만 중국고전한자 43 - 십팔사략(하),중문교원 저,예손미디어,2013-08-27,,1,YES24,아동,어린이학습/자기계발,2025-08-22
1761,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어느 괴짜 선생님의 수학사전,김용관 저,생각의길,2019-03-18,9.79E+12,1,YES24,과학/공학,수학,2025-08-22
1762,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어느 독일인의 삶,브룬힐데 폼젤 저/토레 D. 한젠 편/박종대 역,열린책들,2018-08-17,9.79E+12,2,YES24,역사/문화,세계사,2025-08-22
1763,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어떻게 일할 것인가,아툴 가완디 저/곽미경 역,웅진지식하우스,2018-07-01,9.79E+12,2,YES24,인문,인문학일반,2025-08-22
1764,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어떻게 팔지 답답할 때 읽는 마케팅 책,리처드 쇼튼 저/이진원 역,비즈니스북스,2019-01-10,9.79E+12,1,YES24,경제/경영,마케팅/세일즈,2025-08-22
1765,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어른에게도 어른이 필요하다,박산호 저,북라이프,2018-10-25,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
1766,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어른은 어떻게 돼?,박철현 저,어크로스,2018-09-19,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
1767,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어른의 연애,한나 저,유노북스,2019-02-14,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
1768,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어린왕자의 눈,저우바오쑹 저/최지희 역,블랙피쉬,2018-02-13,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
1769,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어메이징 디스커버리 1 덴마크,김재훈 저/윌리엄 리 감수,위즈덤하우스,2019-03-19,9.79E+12,2,YES24,만화,만화,2025-08-22
1770,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어메이징 디스커버리 2 부탄,김재훈 글그림/윌리엄 리 감수,위즈덤하우스,2019-03-19,9.79E+12,2,YES24,만화,만화,2025-08-22
1771,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어쩐지 미술에서 뇌과학이 보인다,에릭 캔델 저/이한음 역,프시케의숲,2019-03-18,9.79E+12,1,YES24,과학/공학,교양과학,2025-08-22
1772,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어차피 연애는 남의 일,도대체 저,위즈덤하우스,2018-07-06,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
1773,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"언젠가 헤어지겠지, 하지만 오늘은 아니야",F 저/송아람 그림/이홍이 역,놀,2018-11-01,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
1774,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"언젠가, 아마도",김연수 저,컬처그라퍼,2018-09-03,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
1775,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,엄마와 아이를 위한 마음 챙김,김소정 저,글라이더,2019-04-20,9.79E+12,1,YES24,가정/생활/요리,자녀교육,2025-08-22
1776,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,엄마의 말하기 연습,박재연 저,한빛라이프,2018-04-30,9.79E+12,1,YES24,가정/생활/요리,자녀교육,2025-08-22
1777,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,엄마의 첫 심리 공부,누다심(강현식) 저,유노북스,2019-01-21,9.79E+12,1,YES24,인문,교양심리,2025-08-22
